trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
705,False,"{'a': 0.003, 'e': 0.12099573281487792}",25,13,19.544304420814708,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.003, 'e': 0.12063328955315826}",20,2,12.85431442907446,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
707,False,"{'a': 0.003, 'e': 0.12027193199185891}",25,0,22.95510773491666,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
708,False,"{'a': 0.003, 'e': 0.11991165687875927}",20,0,27.270954634163836,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
709,False,"{'a': 0.003, 'e': 0.11955246097138093}",20,0,21.933495472191694,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
710,False,"{'a': 0.003, 'e': 0.11919434103695832}",25,11,-15.42950366842593,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
711,False,"{'a': 0.003, 'e': 0.11883729385240965}",30,17,20.374956238008817,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.003, 'e': 0.11848131620430775}",30,0,27.31139755957548,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
713,False,"{'a': 0.003, 'e': 0.11812640488885146}",30,3,-19.802479610349554,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 1}",1
714,False,"{'a': 0.003, 'e': 0.1177725567118365}",20,2,2.7667409151600943,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
715,False,"{'a': 0.003, 'e': 0.11741976848862698}",20,9,21.097836687657086,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.003, 'e': 0.11706803704412637}",30,20,9.597809115626765,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
717,False,"{'a': 0.003, 'e': 0.11671735921274938}",25,11,25.831503443186865,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.003, 'e': 0.11636773183839315}",20,12,18.55721981017433,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.003, 'e': 0.116019151774409}",20,0,-33.347534546253044,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
720,False,"{'a': 0.003, 'e': 0.11567161588357389}",20,3,21.204689181899887,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.003, 'e': 0.11532512103806251}",20,2,-24.78431690313684,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
722,False,"{'a': 0.003, 'e': 0.11497966411941893}",25,9,-13.90204072631885,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
723,False,"{'a': 0.003, 'e': 0.11463524201852858}",20,14,8.8449968296217,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.003, 'e': 0.11429185163559014}",25,10,23.195943045308265,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.003, 'e': 0.11394948988008788}",25,17,15.385840420306259,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
